station,condition,model,horizon,n_eval,mae,rmse,mae_persistence,rmse_persistence,skill_mae_vs_persistence,skill_rmse_vs_persistence
Ringsend dublin,reference,persistence,18,212,7.789689080537736,12.414664300224963,7.789689080537736,12.414664300224963,,
Ringsend dublin,reference,persistence,19,212,6.598004645820755,10.53312266067898,6.598004645820755,10.53312266067898,,
Ringsend dublin,reference,persistence,20,212,6.594045196462265,10.912032710271582,6.594045196462265,10.912032710271582,,
Ringsend dublin,reference,persistence,21,212,7.362783181655661,12.242847821889654,7.362783181655661,12.242847821889654,,
Ringsend dublin,reference,persistence,22,212,7.400215772660378,11.901567754111936,7.400215772660378,11.901567754111936,,
Ringsend dublin,reference,persistence,23,212,7.711198725849057,13.139876861470295,7.711198725849057,13.139876861470295,,
Ringsend dublin,reference,persistence,24,212,8.059796590490565,14.439853988540504,8.059796590490565,14.439853988540504,,
Ringsend dublin,reference,sarima,1,212,2.9568069879714187,5.880945912848744,3.2228973410849053,6.657930572090552,0.0825624663005598,0.1167006250408886
Ringsend dublin,reference,sarima,2,212,4.710885269296841,16.486868306997547,5.005872160726415,16.9712655532779,0.0589281711474565,0.0285421994464516
Ringsend dublin,reference,sarima,3,212,4.323184780992864,7.609305214873278,4.738261129014151,9.182575522441914,0.087600986252028,0.1713321391938039
Ringsend dublin,reference,sarima,4,212,4.404848021070885,7.046710819278777,5.03534251004717,9.201073997756714,0.1252138236313101,0.2341425771603603
Ringsend dublin,reference,sarima,5,212,4.698588370728879,7.565844671438908,5.353705575084906,9.86203141997451,0.1223670586975895,0.2328310112544274
Ringsend dublin,reference,sarima,6,212,5.668705253676826,8.783617876920509,6.020613725400943,10.705994325441182,0.0584505978583904,0.1795607572808473
Ringsend dublin,reference,sarima,7,212,7.135447144865494,11.968378404871247,7.156886023084906,13.168072489813966,0.0029955595422729,0.0911062789083769
Ringsend dublin,reference,sarima,8,212,8.073193749255958,12.813397041267828,7.837572833089622,13.645346047773588,-0.0300629954176072,0.0609694326250892
Ringsend dublin,reference,sarima,9,212,9.830959805645268,14.283129412812755,8.872110681872641,14.42604600093884,-0.1080745223041155,0.009906844059473
Ringsend dublin,reference,sarima,10,212,10.686848954801276,14.772690665129554,9.116601354240563,14.391264470524456,-0.1722404588668686,-0.0265040084133203
Ringsend dublin,reference,sarima,11,212,11.995276628422456,17.533018236826635,10.465075407948111,16.768140602691133,-0.1462197987901903,-0.0456149344318324
Ringsend dublin,reference,sarima,12,212,12.700544853878135,17.811961516611106,10.93578961109434,16.84136360704962,-0.1613742862237817,-0.0576317887439474
Ringsend dublin,reference,sarima,13,212,14.658578585590266,34.91930939130746,12.821096828561322,34.11029030003978,-0.1433170485800887,-0.0237177427735564
Ringsend dublin,reference,sarima,14,212,13.05247220716837,19.0138715387132,11.068056291419811,17.927238311102357,-0.179292177731958,-0.060613531697065
Ringsend dublin,reference,sarima,15,212,13.890037789852096,20.089589092694023,12.017039401910376,18.580653860776025,-0.1558618828897211,-0.0812100178618244
Ringsend dublin,reference,sarima,16,211,13.20657113526489,19.03970165967709,11.254840596255924,17.662508158349773,-0.1734125439020641,-0.0779727029128793
Ringsend dublin,reference,sarima,17,212,11.40037338919039,15.958405611423942,9.622080235801889,15.249731390475777,-0.1848137938791885,-0.0464712592505576
Ringsend dublin,reference,sarima,18,212,9.7014259351,12.75697059761178,7.789689080537736,12.414664300224963,-0.2454188908949746,-0.0275727389085029
Ringsend dublin,reference,sarima,19,212,8.323706653143413,10.43023675396857,6.598004645820755,10.53312266067898,-0.2615490742971416,0.0097678447336887
Ringsend dublin,reference,sarima,20,212,7.857162115128753,10.126397835022535,6.594045196462265,10.912032710271582,-0.1915541797232687,0.0719971151213212
Ringsend dublin,reference,sarima,21,212,8.716623713289284,12.361538670740051,7.362783181655661,12.242847821889654,-0.1838761916834261,-0.0096947091540404
Ringsend dublin,reference,sarima,22,212,9.108488733346158,12.426931623360067,7.400215772660378,11.901567754111936,-0.2308409664211259,-0.0441424088071606
Ringsend dublin,reference,sarima,23,212,9.177902568281114,13.187902275859662,7.711198725849057,13.139876861470295,-0.1902043890420632,-0.0036549364119378
Ringsend dublin,reference,sarima,24,212,9.432351390151906,14.66119701295646,8.059796590490565,14.439853988540504,-0.1702964565235758,-0.0153286192915533
Ringsend dublin,lags_meteo,xgboost_direct,1,212,2.786732634075886,4.792667666982507,3.2228973410849053,6.657930572090552,0.1353331058513318,0.2801565568927768
Ringsend dublin,lags_meteo,xgboost_direct,2,212,4.247911329079669,15.635886676907232,5.005872160726415,16.9712655532779,0.1514143404606555,0.078684696328539
Ringsend dublin,lags_meteo,xgboost_direct,3,212,3.812854179347553,5.4083809397773495,4.738261129014151,9.182575522441914,0.1953051814725837,0.4110169933740872
Ringsend dublin,lags_meteo,xgboost_direct,4,212,4.314303882860362,5.697526959299847,5.03534251004717,9.201073997756714,0.1431955474226623,0.3807758789149024
Ringsend dublin,lags_meteo,xgboost_direct,5,212,4.390887330209036,6.154149972092216,5.353705575084906,9.86203141997451,0.179841463332731,0.3759754243301607
Ringsend dublin,lags_meteo,xgboost_direct,6,212,5.252824122713555,7.362221663675643,6.020613725400943,10.705994325441182,0.1275268000416779,0.3123271468414257
Ringsend dublin,lags_meteo,xgboost_direct,7,212,6.457100204237396,10.388906676744398,7.156886023084906,13.168072489813966,0.0977779744696665,0.2110533500798515
Ringsend dublin,lags_meteo,xgboost_direct,8,212,7.076208596279393,10.42255945844549,7.837572833089622,13.645346047773588,0.0971428595337332,0.2361821076610906
Ringsend dublin,lags_meteo,xgboost_direct,9,212,7.122590281123767,10.475787895571946,8.872110681872641,14.42604600093884,0.1971932568789371,0.273828192777828
Ringsend dublin,lags_meteo,xgboost_direct,10,212,7.663949303677378,10.519844403200556,9.116601354240563,14.391264470524456,0.1593414030204896,0.2690118074928835
Ringsend dublin,lags_meteo,xgboost_direct,11,212,8.715835699988157,12.338093374717122,10.465075407948111,16.768140602691133,0.1671502248929259,0.2641943035271918
Ringsend dublin,lags_meteo,xgboost_direct,12,212,8.754398483991293,12.343542179561249,10.93578961109434,16.84136360704962,0.1994726676974498,0.2670699079025662
Ringsend dublin,lags_meteo,xgboost_direct,13,212,11.128585496167169,31.883180535039816,12.821096828561322,34.11029030003978,0.132009870530248,0.065291433916567
Ringsend dublin,lags_meteo,xgboost_direct,14,212,9.39656399316989,14.058130398642565,11.068056291419811,17.927238311102357,0.1510194973932052,0.215822863807397
Ringsend dublin,lags_meteo,xgboost_direct,15,212,10.089995278983848,14.827963403759153,12.017039401910376,18.580653860776025,0.1603593080189269,0.2019676210070758
Ringsend dublin,lags_meteo,xgboost_direct,16,211,9.429545305151535,13.68254149288471,11.254840596255924,17.662508158349773,0.1621786888489206,0.2253341728017022
Ringsend dublin,lags_meteo,xgboost_direct,17,212,7.875089104346851,11.130091399301133,9.622080235801889,15.249731390475777,0.1815606489077925,0.2701450855552488
Ringsend dublin,lags_meteo,xgboost_direct,18,212,6.3719848513234245,8.632094791555616,7.789689080537736,12.414664300224963,0.1819975373287228,0.3046856054416876
Ringsend dublin,lags_meteo,xgboost_direct,19,212,5.334309681247372,6.822630026455372,6.598004645820755,10.53312266067898,0.1915268376438353,0.3522690045256175
Ringsend dublin,lags_meteo,xgboost_direct,20,212,5.437847797764113,6.949177451190925,6.594045196462265,10.912032710271582,0.1753396229856684,0.363163799477103
Ringsend dublin,lags_meteo,xgboost_direct,21,212,6.183549280119466,8.855988124429333,7.362783181655661,12.242847821889654,0.1601614324966476,0.2766398591841329
Ringsend dublin,lags_meteo,xgboost_direct,22,212,6.130011776307461,8.616666320621977,7.400215772660378,11.901567754111936,0.1716441838149645,0.2760057751513486
Ringsend dublin,lags_meteo,xgboost_direct,23,212,6.029930990232039,9.39901182518409,7.711198725849057,13.139876861470295,0.2180293616323444,0.2846955930961151
Ringsend dublin,lags_meteo,xgboost_direct,24,212,6.535101380029623,11.594938943857066,8.059796590490565,14.439853988540504,0.1891729143958632,0.1970182695019747
Ringsend dublin,lags_only,xgboost_direct,1,212,2.8077493443701504,5.072817453405167,3.2228973410849053,6.657930572090552,0.1288120448090369,0.2380789498361603
Ringsend dublin,lags_only,xgboost_direct,2,212,4.465409804596084,15.782636191828471,5.005872160726415,16.9712655532779,0.1079656728692615,0.070037756331015
Ringsend dublin,lags_only,xgboost_direct,3,212,4.025455281740785,5.864896649102412,4.738261129014151,9.182575522441914,0.1504361680086789,0.3613015613355103
Ringsend dublin,lags_only,xgboost_direct,4,212,4.281600374551279,5.656688708455817,5.03534251004717,9.201073997756714,0.1496903406256727,0.3852143010875734
Ringsend dublin,lags_only,xgboost_direct,5,212,4.387518886195793,6.063150920141732,5.353705575084906,9.86203141997451,0.1804706432467178,0.3852026360551381
Ringsend dublin,lags_only,xgboost_direct,6,212,5.255581405476861,7.286932379144897,6.020613725400943,10.705994325441182,0.1270688263384867,0.3193595888773637
Ringsend dublin,lags_only,xgboost_direct,7,212,6.496901157854317,10.235211935625218,7.156886023084906,13.168072489813966,0.0922167634222164,0.2227251221815063
Ringsend dublin,lags_only,xgboost_direct,8,212,6.952476746822473,10.389763821663452,7.837572833089622,13.645346047773588,0.1129298706520903,0.2385855378611907
Ringsend dublin,lags_only,xgboost_direct,9,212,7.821162561433669,11.133441345685933,8.872110681872641,14.42604600093884,0.1184552535606046,0.2282402714533579
Ringsend dublin,lags_only,xgboost_direct,10,212,8.22583260357243,10.982607318164792,9.116601354240563,14.391264470524456,0.0977084240119587,0.2368559871400545
Ringsend dublin,lags_only,xgboost_direct,11,212,9.73161708399538,13.594136344605891,10.465075407948111,16.768140602691133,0.0700862913415492,0.1892877888664557
Ringsend dublin,lags_only,xgboost_direct,12,212,9.436172438596744,13.047429435225876,10.93578961109434,16.84136360704962,0.1371292998336614,0.2252747616134623
Ringsend dublin,lags_only,xgboost_direct,13,212,11.165263399807175,31.701039292686264,12.821096828561322,34.11029030003978,0.1291491243608327,0.0706312079481394
Ringsend dublin,lags_only,xgboost_direct,14,212,9.663685276553606,14.196890712151909,11.068056291419811,17.927238311102357,0.1268850625520313,0.2080826691883847
Ringsend dublin,lags_only,xgboost_direct,15,212,10.616162747581647,15.090809728252864,12.017039401910376,18.580653860776025,0.1165741916520659,0.187821384471849
Ringsend dublin,lags_only,xgboost_direct,16,211,9.866757396045797,13.923311172306766,11.254840596255924,17.662508158349773,0.1233321066023709,0.2117024916574682
Ringsend dublin,lags_only,xgboost_direct,17,212,8.233634960665805,11.434875776737362,9.622080235801889,15.249731390475777,0.1442978276121568,0.2501588727078158
Ringsend dublin,lags_only,xgboost_direct,18,212,6.623711598550777,8.899718970333417,7.789689080537736,12.414664300224963,0.1496821593175152,0.2831285039119304
Ringsend dublin,lags_only,xgboost_direct,19,212,5.726537236604946,7.209060530792517,6.598004645820755,10.53312266067898,0.132080447952974,0.3155818304761097
Ringsend dublin,lags_only,xgboost_direct,20,212,6.014972070269737,7.627113604418961,6.594045196462265,10.912032710271582,0.0878175852514937,0.3010364056882363
Ringsend dublin,lags_only,xgboost_direct,21,212,6.621585652461483,9.388158953286904,7.362783181655661,12.242847821889654,0.1006681184149043,0.2331719637565614
Ringsend dublin,lags_only,xgboost_direct,22,212,6.233671680739555,8.896029789979796,7.400215772660378,11.901567754111936,0.1576364970641187,0.2525329457620188
Ringsend dublin,lags_only,xgboost_direct,23,212,6.300782762448301,9.74420032137004,7.711198725849057,13.139876861470295,0.1829048911257904,0.2584252939277769
Ringsend dublin,lags_only,xgboost_direct,24,212,6.7048788386569065,11.612071473873254,8.059796590490565,14.439853988540504,0.1681081819648243,0.1958317942072949
edenderry co offlay,reference,persistence,1,208,5.304086538461538,10.033813337717312,5.304086538461538,10.033813337717312,,
edenderry co offlay,reference,persistence,2,208,6.756009615384615,14.346640470453757,6.756009615384615,14.346640470453757,,
edenderry co offlay,reference,persistence,3,211,6.4418009478673,11.660136570131725,6.4418009478673,11.660136570131725,,
edenderry co offlay,reference,persistence,4,209,7.498516746411483,14.366045544731556,7.498516746411483,14.366045544731556,,
edenderry co offlay,reference,persistence,5,211,10.153744075829382,20.529845549683,10.153744075829382,20.529845549683,,
edenderry co offlay,reference,persistence,6,211,10.081232227488153,19.084895394722192,10.081232227488153,19.084895394722192,,
edenderry co offlay,reference,persistence,7,211,9.83127962085308,17.575723832788384,9.83127962085308,17.575723832788384,,
edenderry co offlay,reference,persistence,8,211,10.272796208530805,17.983488899148075,10.272796208530805,17.983488899148075,,
edenderry co offlay,reference,persistence,9,211,11.240284360189571,24.68737288766844,11.240284360189571,24.68737288766844,,
edenderry co offlay,reference,persistence,10,211,10.767582938388626,20.401936066478186,10.767582938388626,20.401936066478186,,
edenderry co offlay,reference,persistence,11,211,11.566113744075828,22.19705959135961,11.566113744075828,22.19705959135961,,
edenderry co offlay,reference,persistence,12,211,10.870379146919433,18.393171680136525,10.870379146919433,18.393171680136525,,
edenderry co offlay,reference,persistence,13,211,9.989383886255924,17.578180545199235,9.989383886255924,17.578180545199235,,
edenderry co offlay,reference,persistence,14,211,9.907203791469197,17.10969205115358,9.907203791469197,17.10969205115358,,
edenderry co offlay,reference,persistence,15,210,9.37490476190476,15.515979612429676,9.37490476190476,15.515979612429676,,
edenderry co offlay,reference,persistence,16,209,9.25928229665072,15.56120087677274,9.25928229665072,15.56120087677274,,
edenderry co offlay,reference,persistence,17,210,9.554619047619047,15.923860548306266,9.554619047619047,15.923860548306266,,
edenderry co offlay,reference,persistence,18,210,9.916952380952385,16.873508032810882,9.916952380952385,16.873508032810882,,
edenderry co offlay,reference,persistence,19,211,9.824976303317536,17.542640576282285,9.824976303317536,17.542640576282285,,
edenderry co offlay,reference,persistence,20,208,9.135673076923077,15.37779977635092,9.135673076923077,15.37779977635092,,
edenderry co offlay,reference,persistence,21,210,9.929809523809524,20.04357068274727,9.929809523809524,20.04357068274727,,
edenderry co offlay,reference,persistence,22,210,9.155333333333331,15.172192201210612,9.155333333333331,15.172192201210612,,
edenderry co offlay,reference,persistence,23,210,9.835761904761906,17.2905376131681,9.835761904761906,17.2905376131681,,
edenderry co offlay,reference,persistence,24,210,9.328904761904765,15.180645023625752,9.328904761904765,15.180645023625752,,
edenderry co offlay,reference,sarima,1,208,5.119025638992525,9.150297943647724,5.304086538461538,10.033813337717312,0.0348902488915066,0.0880538001188874
edenderry co offlay,reference,sarima,2,208,6.689783763783599,13.542825436796296,6.756009615384615,14.346640470453757,0.009802509968341,0.0560281018620963
edenderry co offlay,reference,sarima,3,211,6.733951031819105,10.965234551675644,6.4418009478673,11.660136570131725,-0.0453522371020371,0.0595963875960187
edenderry co offlay,reference,sarima,4,209,7.986809391313277,14.681186000729852,7.498516746411483,14.366045544731556,-0.0651185642994627,-0.0219364789716867
edenderry co offlay,reference,sarima,5,211,11.563453791105085,23.20652788620276,10.153744075829382,20.529845549683,-0.1388364434584739,-0.1303800523020051
edenderry co offlay,reference,sarima,6,211,11.87025115796627,21.36207050816456,10.081232227488153,19.084895394722192,-0.1774603431513124,-0.1193181867830466
edenderry co offlay,reference,sarima,7,211,11.716412115534354,19.54855860337619,9.83127962085308,17.575723832788384,-0.1917484363564157,-0.1122477110676594
edenderry co offlay,reference,sarima,8,211,12.37478935898014,21.759870439607152,10.272796208530805,17.983488899148075,-0.2046174291575828,-0.2099915962712872
edenderry co offlay,reference,sarima,9,211,13.45020532301466,26.61093925037701,11.240284360189571,24.68737288766844,-0.1966072113488608,-0.0779170133436679
edenderry co offlay,reference,sarima,10,211,12.637569068198877,22.142245212210124,10.767582938388626,20.401936066478186,-0.1736681426565445,-0.0853011763227407
edenderry co offlay,reference,sarima,11,211,13.087700716003948,23.088302417056248,11.566113744075828,22.19705959135961,-0.1315555946964015,-0.0401513913150712
edenderry co offlay,reference,sarima,12,211,11.851756740928046,18.403380924736798,10.870379146919433,18.393171680136525,-0.0902799783470964,-0.0005550562337921
edenderry co offlay,reference,sarima,13,211,10.403055867073432,16.025066086017823,9.989383886255924,17.578180545199235,-0.0414111606409146,0.0883546767077427
edenderry co offlay,reference,sarima,14,211,9.92158474042728,14.581805501703323,9.907203791469197,17.10969205115358,-0.001451564867422,0.1477458823859907
edenderry co offlay,reference,sarima,15,210,8.897930494870394,11.986834808546451,9.37490476190476,15.515979612429676,0.0508777720038893,0.2274522712736786
edenderry co offlay,reference,sarima,16,209,8.535196458033889,11.00094672954848,9.25928229665072,15.56120087677274,0.0782010760033471,0.2930528423440042
edenderry co offlay,reference,sarima,17,210,8.725186940116124,11.712796573202825,9.554619047619047,15.923860548306266,0.0868095424180843,0.2644499405360184
edenderry co offlay,reference,sarima,18,210,9.346262095628155,13.785989999785798,9.916952380952385,16.873508032810882,0.0575469421856214,0.1829802093922224
edenderry co offlay,reference,sarima,19,211,9.586786867140642,14.534907235992526,9.824976303317536,17.542640576282285,0.0242432580826139,0.1714527141573102
edenderry co offlay,reference,sarima,20,208,9.586219959125495,12.763349815088995,9.135673076923077,15.37779977635092,-0.0493173166781233,0.1700145664064771
edenderry co offlay,reference,sarima,21,210,11.351666125075006,19.43241295117149,9.929809523809524,20.04357068274727,-0.143190722627275,0.0304914598925152
edenderry co offlay,reference,sarima,22,210,11.763048892488706,15.897433429958168,9.155333333333331,15.172192201210612,-0.284830214718784,-0.0478006882017805
edenderry co offlay,reference,sarima,23,210,12.568183671271829,17.83806744712181,9.835761904761906,17.2905376131681,-0.2778047896001876,-0.031666443589164
edenderry co offlay,reference,sarima,24,210,11.874841797027784,15.263218781911178,9.328904761904765,15.180645023625752,-0.2729084603285407,-0.0054394103911208
edenderry co offlay,lags_meteo,xgboost_direct,1,208,4.973549187412629,8.0892259137113,5.304086538461538,10.033813337717312,0.0623174883464067,0.1938034283233343
edenderry co offlay,lags_meteo,xgboost_direct,2,208,6.358176762140714,11.789403091120493,6.756009615384615,14.346640470453757,0.0588857736877647,0.1782464253286179
edenderry co offlay,lags_meteo,xgboost_direct,3,211,6.758751459709275,10.46358014566878,6.4418009478673,11.660136570131725,-0.0492021585899682,0.1026194176428439
edenderry co offlay,lags_meteo,xgboost_direct,4,209,7.612551829324385,13.043774738785284,7.498516746411483,14.366045544731556,-0.0152076853022264,0.0920413903623733
edenderry co offlay,lags_meteo,xgboost_direct,5,211,9.68511855780796,17.99111111262186,10.153744075829382,20.529845549683,0.0461529771207221,0.1236606690935548
edenderry co offlay,lags_meteo,xgboost_direct,6,211,9.16532306978488,16.143019176322873,10.081232227488153,19.084895394722192,0.0908528974469902,0.1541468348426408
edenderry co offlay,lags_meteo,xgboost_direct,7,211,9.134033941612424,15.418807388204378,9.83127962085308,17.575723832788384,0.0709211522945325,0.1227213436615436
edenderry co offlay,lags_meteo,xgboost_direct,8,211,10.266793562495875,20.10385360702196,10.272796208530805,17.983488899148075,0.0005843244539341,-0.1179061927173836
edenderry co offlay,lags_meteo,xgboost_direct,9,211,11.757578111079068,22.970443382527414,11.240284360189571,24.68737288766844,-0.0460214114085606,0.069546869687323
edenderry co offlay,lags_meteo,xgboost_direct,10,211,10.243718669041638,18.47637415543519,10.767582938388626,20.401936066478186,0.0486519836758634,0.0943813324759323
edenderry co offlay,lags_meteo,xgboost_direct,11,211,10.010015593795412,18.91557502297405,11.566113744075828,22.19705959135961,0.1345394126940391,0.1478342009615952
edenderry co offlay,lags_meteo,xgboost_direct,12,211,8.362481853340475,14.422142747211833,10.870379146919433,18.393171680136525,0.2307092751488499,0.215896910113287
edenderry co offlay,lags_meteo,xgboost_direct,13,211,7.2299394979748115,12.408752725960962,9.989383886255924,17.578180545199235,0.2762376959081274,0.294082075556454
edenderry co offlay,lags_meteo,xgboost_direct,14,211,6.908902824230103,11.077184824044329,9.907203791469197,17.10969205115358,0.3026384669527886,0.3525783637176874
edenderry co offlay,lags_meteo,xgboost_direct,15,210,6.483722642535255,9.090490149324545,9.37490476190476,15.515979612429676,0.3083958923100659,0.4141207724942964
edenderry co offlay,lags_meteo,xgboost_direct,16,209,5.993381268989526,7.878535283287777,9.25928229665072,15.56120087677274,0.3527164334154213,0.4937064725481702
edenderry co offlay,lags_meteo,xgboost_direct,17,210,5.772334582465034,7.777586911763381,9.554619047619047,15.923860548306266,0.3958592641217375,0.5115765496583277
edenderry co offlay,lags_meteo,xgboost_direct,18,210,5.986093839917864,8.981398898167166,9.916952380952385,16.873508032810882,0.3963776763297331,0.467721893947444
edenderry co offlay,lags_meteo,xgboost_direct,19,211,6.244504203254013,10.199829976885551,9.824976303317536,17.542640576282285,0.3644255201770338,0.4185692893534078
edenderry co offlay,lags_meteo,xgboost_direct,20,208,5.93077380840595,8.01324467171036,9.135673076923077,15.37779977635092,0.350811510168066,0.4789082451162031
edenderry co offlay,lags_meteo,xgboost_direct,21,210,7.104801203818549,15.379360242224534,9.929809523809524,20.04357068274727,0.2844977351496238,0.2327035693564074
edenderry co offlay,lags_meteo,xgboost_direct,22,210,7.172020521527245,10.54126135465126,9.155333333333331,15.172192201210612,0.2166292301543094,0.3052248999449034
edenderry co offlay,lags_meteo,xgboost_direct,23,210,7.31520067632766,12.793312651711158,9.835761904761906,17.2905376131681,0.2562649698966317,0.260097462674148
edenderry co offlay,lags_meteo,xgboost_direct,24,210,7.324304055168516,10.42692162481156,9.328904761904765,15.180645023625752,0.2148806058051074,0.313143703144098
edenderry co offlay,lags_only,xgboost_direct,1,208,5.097448610159066,8.298022690227722,5.304086538461538,10.033813337717312,0.038958249795526,0.1729941139092868
edenderry co offlay,lags_only,xgboost_direct,2,208,6.363039055879299,11.590951101605818,6.756009615384615,14.346640470453757,0.058166074632347,0.1920790706732459
edenderry co offlay,lags_only,xgboost_direct,3,211,6.2534402119604895,9.491648292358484,6.4418009478673,11.660136570131725,0.0292403843942385,0.1859745179424381
edenderry co offlay,lags_only,xgboost_direct,4,209,7.528626131669186,12.483342586145506,7.498516746411483,14.366045544731556,-0.004015378811031,0.1310522755008591
edenderry co offlay,lags_only,xgboost_direct,5,211,9.384301798400156,16.22283147609483,10.153744075829382,20.529845549683,0.0757791679288879,0.20979281423063
edenderry co offlay,lags_only,xgboost_direct,6,211,8.701163859435168,15.466151350803456,10.081232227488153,19.084895394722192,0.1368948097723609,0.1896129881287941
edenderry co offlay,lags_only,xgboost_direct,7,211,8.598618949058498,14.18568119668016,9.83127962085308,17.575723832788384,0.1253815087488704,0.1928821064987338
edenderry co offlay,lags_only,xgboost_direct,8,211,9.855030025554496,18.289089353749624,10.272796208530805,17.983488899148075,0.0406672316374178,-0.0169933907883705
edenderry co offlay,lags_only,xgboost_direct,9,211,11.403841085298367,22.98093403395824,11.240284360189571,24.68737288766844,-0.0145509419395182,0.0691219297198926
edenderry co offlay,lags_only,xgboost_direct,10,211,9.970996366112152,17.990201528877705,10.767582938388626,20.401936066478186,0.0739800730428069,0.118211062408098
edenderry co offlay,lags_only,xgboost_direct,11,211,10.06684283333367,18.790786437362545,11.566113744075828,22.19705959135961,0.1296261599977853,0.1534560530406011
edenderry co offlay,lags_only,xgboost_direct,12,211,8.696692980816014,14.541782132231564,10.870379146919433,18.393171680136525,0.1999641536624249,0.2093923557547293
edenderry co offlay,lags_only,xgboost_direct,13,211,7.798137923326537,13.22699329619494,9.989383886255924,17.578180545199235,0.2193574686767472,0.2475334257613279
edenderry co offlay,lags_only,xgboost_direct,14,211,7.116269924968339,11.237976203458022,9.907203791469197,17.10969205115358,0.281707525679854,0.3431806855518285
edenderry co offlay,lags_only,xgboost_direct,15,210,6.963680519013178,9.726607691227567,9.37490476190476,15.515979612429676,0.2571998653991316,0.373123197233664
edenderry co offlay,lags_only,xgboost_direct,16,209,6.586184780631909,9.425636234052163,9.25928229665072,15.56120087677274,0.2886938134487731,0.3942860638653385
edenderry co offlay,lags_only,xgboost_direct,17,210,6.463400350465661,9.97875967928721,9.554619047619047,15.923860548306266,0.3235313393184105,0.3733454491757279
edenderry co offlay,lags_only,xgboost_direct,18,210,6.798336633591425,11.238880090396815,9.916952380952385,16.873508032810882,0.3144731997857449,0.3339334020796041
edenderry co offlay,lags_only,xgboost_direct,19,211,7.01771979255134,12.389473052174145,9.824976303317536,17.542640576282285,0.2857265426501119,0.2937509607918002
edenderry co offlay,lags_only,xgboost_direct,20,208,6.565922889984572,9.196968440652729,9.135673076923077,15.37779977635092,0.2812874503390181,0.4019320985830182
edenderry co offlay,lags_only,xgboost_direct,21,210,7.865269428616478,16.65932724643217,9.929809523809524,20.04357068274727,0.2079133633170633,0.1688443386600834
edenderry co offlay,lags_only,xgboost_direct,22,210,7.707999159495035,11.310781508899574,9.155333333333331,15.172192201210612,0.1580864531244045,0.2545057853935525
edenderry co offlay,lags_only,xgboost_direct,23,210,7.874473658516293,13.528708544389623,9.835761904761906,17.2905376131681,0.1994037945648187,0.2175657664868412
edenderry co offlay,lags_only,xgboost_direct,24,210,7.6887466481526685,10.676926402347398,9.328904761904765,15.180645023625752,0.1758146487302341,0.2966750499909051
henry street Limerick,reference,persistence,1,211,3.09153809450237,4.86951969555958,3.09153809450237,4.86951969555958,,
henry street Limerick,reference,persistence,2,211,3.6049097450710894,5.191721703366139,3.6049097450710894,5.191721703366139,,
henry street Limerick,reference,persistence,3,211,4.441567513175356,6.541952232092006,4.441567513175356,6.541952232092006,,
henry street Limerick,reference,persistence,4,211,5.174278796255924,7.639722311572346,5.174278796255924,7.639722311572346,,
henry street Limerick,reference,persistence,5,211,5.715696635260663,9.613686386391995,5.715696635260663,9.613686386391995,,
henry street Limerick,reference,persistence,6,211,7.536548761090048,16.284943587073727,7.536548761090048,16.284943587073727,,
henry street Limerick,reference,persistence,7,211,7.141060167772512,12.33295760445258,7.141060167772512,12.33295760445258,,
henry street Limerick,reference,persistence,8,211,6.696564309194313,10.270728314014478,6.696564309194313,10.270728314014478,,
henry street Limerick,reference,persistence,9,211,6.47055670549763,9.609396564157455,6.47055670549763,9.609396564157455,,
henry street Limerick,reference,persistence,10,211,6.392852610426541,10.53988365370468,6.392852610426541,10.53988365370468,,
henry street Limerick,reference,persistence,11,211,5.886795736398104,8.509551805999237,5.886795736398104,8.509551805999237,,
henry street Limerick,reference,persistence,12,210,6.106290305571429,8.06902347495985,6.106290305571429,8.06902347495985,,
henry street Limerick,reference,persistence,13,210,5.875166103666667,7.918141933889058,5.875166103666667,7.918141933889058,,
henry street Limerick,reference,persistence,14,211,5.781620637725118,8.295285436382292,5.781620637725118,8.295285436382292,,
henry street Limerick,reference,persistence,15,210,5.835600308238095,8.214860197358917,5.835600308238095,8.214860197358917,,
henry street Limerick,reference,persistence,16,210,5.922516521333334,8.223404370807657,5.922516521333334,8.223404370807657,,
henry street Limerick,reference,persistence,17,211,5.9064184397630335,8.087208017411394,5.9064184397630335,8.087208017411394,,
henry street Limerick,reference,persistence,18,211,6.029691364218008,8.248975999392618,6.029691364218008,8.248975999392618,,
henry street Limerick,reference,persistence,19,211,6.377729850331756,8.930549708388156,6.377729850331756,8.930549708388156,,
henry street Limerick,reference,persistence,20,211,6.5721739958293846,8.984052957993839,6.5721739958293846,8.984052957993839,,
henry street Limerick,reference,persistence,21,211,6.381590821137442,8.630660786049935,6.381590821137442,8.630660786049935,,
henry street Limerick,reference,persistence,22,211,6.1422107498246445,8.379359051208922,6.1422107498246445,8.379359051208922,,
henry street Limerick,reference,persistence,23,211,6.232572465118484,8.372000866410016,6.232572465118484,8.372000866410016,,
henry street Limerick,reference,persistence,24,211,6.391140564966825,8.586638737386977,6.391140564966825,8.586638737386977,,
henry street Limerick,reference,sarima,1,211,3.089196884930475,4.799203668824544,3.09153809450237,4.86951969555958,0.0007572960449875,0.014440033336174
henry street Limerick,reference,sarima,2,211,3.708127388527396,5.282888016833438,3.6049097450710894,5.191721703366139,-0.0286325180810516,-0.0175599384320213
