station,condition,model,horizon,n_eval,mae,rmse,mae_persistence,rmse_persistence,skill_mae_vs_persistence,skill_rmse_vs_persistence
Dundalk Co Louth,reference,persistence,11,153,10.030775476797384,15.875229661424996,10.030775476797384,15.875229661424996,,
Dundalk Co Louth,reference,persistence,12,153,10.061342567843136,15.90734720605791,10.061342567843136,15.90734720605791,,
Dundalk Co Louth,reference,persistence,13,153,9.65851303490196,14.88785947304236,9.65851303490196,14.88785947304236,,
Dundalk Co Louth,reference,persistence,14,152,9.369361487236842,14.616610288551254,9.369361487236842,14.616610288551254,,
Dundalk Co Louth,reference,persistence,15,152,9.805145889407894,15.509464860511445,9.805145889407894,15.509464860511445,,
Dundalk Co Louth,reference,persistence,16,151,9.744590186622515,14.920403945680778,9.744590186622515,14.920403945680778,,
Dundalk Co Louth,reference,persistence,17,151,9.535548446291392,14.344932665120968,9.535548446291392,14.344932665120968,,
Dundalk Co Louth,reference,persistence,18,151,10.027346343377484,14.688321189521204,10.027346343377484,14.688321189521204,,
Dundalk Co Louth,reference,persistence,19,150,12.6091435904,20.28112007876572,12.6091435904,20.28112007876572,,
Dundalk Co Louth,reference,persistence,20,151,12.270070758410595,18.194551493239725,12.270070758410595,18.194551493239725,,
Dundalk Co Louth,reference,persistence,21,151,11.591488831059602,18.10098430982888,11.591488831059602,18.10098430982888,,
Dundalk Co Louth,reference,persistence,22,151,11.033119254900663,16.85688150933612,11.033119254900663,16.85688150933612,,
Dundalk Co Louth,reference,persistence,23,151,10.43790615311258,16.228682079264455,10.43790615311258,16.228682079264455,,
Dundalk Co Louth,reference,persistence,24,152,9.887605670986842,15.086298462041905,9.887605670986842,15.086298462041905,,
Dundalk Co Louth,reference,sarima,1,151,5.15173556100147,8.77022638636876,5.584263686490065,9.387431054741484,0.0774548176396119,0.0657479841687872
Dundalk Co Louth,reference,sarima,2,150,5.851004008037956,9.923477409248678,6.6240178834000005,11.206530836969776,0.116698639552173,0.1144915805244893
Dundalk Co Louth,reference,sarima,3,151,5.984699591124929,10.263214236536635,7.082185827880795,12.117008571615909,0.1549643377663625,0.152991088858498
Dundalk Co Louth,reference,sarima,4,151,6.19480311517303,10.570036531933042,7.543250468145695,12.895993328722856,0.1787621077501017,0.1803627481420358
Dundalk Co Louth,reference,sarima,5,151,6.487351352699382,10.58503106012013,8.378960518543048,13.514551401978432,0.2257570210120267,0.2167678567140187
Dundalk Co Louth,reference,sarima,6,152,6.798450051280493,10.790084825261667,9.039837473289474,14.22488186118687,0.247945544223747,0.241464011402244
Dundalk Co Louth,reference,sarima,7,152,6.979692596458569,10.847171585063975,9.33416740006579,14.70491877417474,0.2522426160463573,0.2623439985187723
Dundalk Co Louth,reference,sarima,8,152,6.932278850364307,10.597579906313944,9.326347622302633,14.633800597597872,0.2566995000500784,0.2758149302612797
Dundalk Co Louth,reference,sarima,9,152,6.875705078137212,10.177270208095134,9.027395780131576,14.113848605133349,0.2383512094074824,0.2789160141342626
Dundalk Co Louth,reference,sarima,10,153,7.447590892618861,10.476943814748456,9.303012733202614,14.373279686670056,0.1994431152353172,0.2710818934063537
Dundalk Co Louth,reference,sarima,11,153,8.115699806861269,12.623236958010253,10.030775476797384,15.875229661424996,0.1909200015857157,0.2048469705806345
Dundalk Co Louth,reference,sarima,12,153,7.983076691806997,12.243710572418276,10.061342567843136,15.90734720605791,0.2065594985979748,0.230310974305284
Dundalk Co Louth,reference,sarima,13,153,7.68464987622443,10.71585285717698,9.65851303490196,14.88785947304236,0.2043651182687011,0.2802287745541718
Dundalk Co Louth,reference,sarima,14,152,7.056105809000201,9.555378592384884,9.369361487236842,14.616610288551254,0.2468957656706715,0.3462657617772486
Dundalk Co Louth,reference,sarima,15,152,7.964988591110225,11.560343659961086,9.805145889407894,15.509464860511445,0.1876726077360581,0.2546265287724525
Dundalk Co Louth,reference,sarima,16,151,8.191038222314507,11.24606288443668,9.744590186622515,14.920403945680778,0.1594271215674869,0.2462628407797071
Dundalk Co Louth,reference,sarima,17,151,8.642621662560165,11.900396836922322,9.535548446291392,14.344932665120968,0.0936418905279127,0.170411105110477
Dundalk Co Louth,reference,sarima,18,151,10.042366395159052,14.031685633310715,10.027346343377484,14.688321189521204,-0.0014979089449214,0.04470460223044
Dundalk Co Louth,reference,sarima,19,150,13.030487955020668,21.05979375112676,12.6091435904,20.28112007876572,-0.0334157797157181,-0.0383940171616219
Dundalk Co Louth,reference,sarima,20,151,13.052181916763669,19.00770434120047,12.270070758410595,18.194551493239725,-0.0637413731144922,-0.044692107319209
Dundalk Co Louth,reference,sarima,21,151,12.86566940300072,18.77649473934437,11.591488831059602,18.10098430982888,-0.1099238062091669,-0.0373189887330427
Dundalk Co Louth,reference,sarima,22,151,11.897738445475357,17.247406054401566,11.033119254900663,16.85688150933612,-0.0783657976134579,-0.0231670694754042
Dundalk Co Louth,reference,sarima,23,151,10.287801806106902,15.788745159171649,10.43790615311258,16.228682079264455,0.014380695208772,0.0271086042565908
Dundalk Co Louth,reference,sarima,24,152,9.041003018157369,13.358738144517725,9.887605670986842,15.086298462041905,0.0856226149181552,0.1145118745907641
Dundalk Co Louth,lags_meteo,xgboost_direct,1,151,4.767487975650937,7.229955771367972,5.584263686490065,9.387431054741484,0.1462638150156022,0.2298259524669208
Dundalk Co Louth,lags_meteo,xgboost_direct,2,150,5.048679726799484,7.396054532551083,6.6240178834000005,11.206530836969776,0.2378221472723322,0.3400228277468461
Dundalk Co Louth,lags_meteo,xgboost_direct,3,151,5.075799008230722,7.086106635784194,7.082185827880795,12.117008571615909,0.2833005047327944,0.4151933958036969
Dundalk Co Louth,lags_meteo,xgboost_direct,4,151,5.212943837796755,7.111454235532488,7.543250468145695,12.895993328722856,0.3089260578300515,0.4485532014278139
Dundalk Co Louth,lags_meteo,xgboost_direct,5,151,6.232148121419948,8.41562807360238,8.378960518543048,13.514551401978432,0.2562146452859037,0.3772913489107458
Dundalk Co Louth,lags_meteo,xgboost_direct,6,152,6.002272049585663,7.943023682354532,9.039837473289474,14.22488186118687,0.3360199154773611,0.4416105694327504
Dundalk Co Louth,lags_meteo,xgboost_direct,7,152,5.950489452818244,7.911721383558969,9.33416740006579,14.70491877417474,0.3625045279586154,0.4619676922354857
Dundalk Co Louth,lags_meteo,xgboost_direct,8,152,6.0650216683252,7.8772911537277555,9.326347622302633,14.633800597597872,0.3496895125567092,0.4617057201790212
Dundalk Co Louth,lags_meteo,xgboost_direct,9,152,5.982180713124194,7.714357160490023,9.027395780131576,14.113848605133349,0.3373304041581523,0.4534193063623883
Dundalk Co Louth,lags_meteo,xgboost_direct,10,153,6.270519274591536,8.038526245869306,9.303012733202614,14.373279686670056,0.3259689678579129,0.4407312442876675
Dundalk Co Louth,lags_meteo,xgboost_direct,11,153,6.9932863747974485,10.482929366434515,10.030775476797384,15.875229661424996,0.3028169765165297,0.3396675456036492
Dundalk Co Louth,lags_meteo,xgboost_direct,12,153,7.074631369983415,10.546559929268373,10.061342567843136,15.90734720605791,0.296850164649546,0.3370007083738022
Dundalk Co Louth,lags_meteo,xgboost_direct,13,153,6.586092350857794,8.863933466662889,9.65851303490196,14.88785947304236,0.3181049373688973,0.4046200205803306
Dundalk Co Louth,lags_meteo,xgboost_direct,14,152,6.30665640605676,8.175945498124191,9.369361487236842,14.616610288551254,0.3268851442387156,0.4406401117139887
Dundalk Co Louth,lags_meteo,xgboost_direct,15,152,7.022639455327633,10.067843973689085,9.805145889407894,15.509464860511445,0.2837802175984032,0.3508580686544021
Dundalk Co Louth,lags_meteo,xgboost_direct,16,151,7.473777331957505,10.255436452822046,9.744590186622515,14.920403945680778,0.233033181609054,0.3126569166519896
Dundalk Co Louth,lags_meteo,xgboost_direct,17,151,7.515463133236611,10.0563375950668,9.535548446291392,14.344932665120968,0.2118478370104073,0.2989623702090763
Dundalk Co Louth,lags_meteo,xgboost_direct,18,151,7.458775654977214,10.485219301926051,10.027346343377484,14.688321189521204,0.2561565742761714,0.2861526401392752
Dundalk Co Louth,lags_meteo,xgboost_direct,19,150,10.43582750288332,17.819854447373146,12.6091435904,20.28112007876572,0.1723603250240832,0.1213574803479178
Dundalk Co Louth,lags_meteo,xgboost_direct,20,151,9.916291755405174,14.857968548458686,12.270070758410595,18.194551493239725,0.1918309233377493,0.1833836325133248
Dundalk Co Louth,lags_meteo,xgboost_direct,21,151,9.151756152751307,14.64530222161598,11.591488831059602,18.10098430982888,0.2104762135275485,0.1909112802410671
Dundalk Co Louth,lags_meteo,xgboost_direct,22,151,8.872296949818224,13.596147743563062,11.033119254900663,16.85688150933612,0.1958487219398675,0.1934363579625989
Dundalk Co Louth,lags_meteo,xgboost_direct,23,151,8.342929392306836,12.944226926856206,10.43790615311258,16.228682079264455,0.200708526219219,0.2023858213726935
Dundalk Co Louth,lags_meteo,xgboost_direct,24,152,8.061831963827089,11.444766060521465,9.887605670986842,15.086298462041905,0.1846527630563901,0.2413801112766508
Dundalk Co Louth,lags_only,xgboost_direct,1,151,5.036941360099231,8.430326499551963,5.584263686490065,9.387431054741484,0.0980115476486118,0.1019559610726621
Dundalk Co Louth,lags_only,xgboost_direct,2,150,5.134697800729027,7.710703457375174,6.6240178834000005,11.206530836969776,0.2248363619916028,0.311945545900971
Dundalk Co Louth,lags_only,xgboost_direct,3,151,5.309830041159729,8.166549225043582,7.082185827880795,12.117008571615909,0.2502554761756949,0.3260259595611969
Dundalk Co Louth,lags_only,xgboost_direct,4,151,5.327727270569784,7.21887966168855,7.543250468145695,12.895993328722856,0.2937093507542695,0.4402230617155983
Dundalk Co Louth,lags_only,xgboost_direct,5,151,6.133266560404133,8.00341790329506,8.378960518543048,13.514551401978432,0.2680158180921231,0.4077925589062898
Dundalk Co Louth,lags_only,xgboost_direct,6,152,6.201934801740208,8.232555233448952,9.039837473289474,14.22488186118687,0.3139329307561755,0.4212566885415202
Dundalk Co Louth,lags_only,xgboost_direct,7,152,5.990446326454042,7.887931919946109,9.33416740006579,14.70491877417474,0.3582238168974964,0.4635854817641596
Dundalk Co Louth,lags_only,xgboost_direct,8,152,6.151844390859948,8.047486541277928,9.326347622302633,14.633800597597872,0.3403801101999791,0.4500754272544265
Dundalk Co Louth,lags_only,xgboost_direct,9,152,6.19566349927405,8.026825783157197,9.027395780131576,14.113848605133349,0.3136820795084553,0.4312801555602801
Dundalk Co Louth,lags_only,xgboost_direct,10,153,6.20706354641103,8.151094453301038,9.303012733202614,14.373279686670056,0.3327899547790671,0.4328994752074255
Dundalk Co Louth,lags_only,xgboost_direct,11,153,7.04426808800669,10.62007532237391,10.030775476797384,15.875229661424996,0.2977344469227641,0.3310285552479605
Dundalk Co Louth,lags_only,xgboost_direct,12,153,7.23450530869818,10.715165937815035,10.061342567843136,15.90734720605791,0.2809602436338622,0.3264014546853898
Dundalk Co Louth,lags_only,xgboost_direct,13,153,6.927147231552535,9.132724516968578,9.65851303490196,14.88785947304236,0.282793613621411,0.3865656420585296
Dundalk Co Louth,lags_only,xgboost_direct,14,152,6.448336006490142,8.229617252660436,9.369361487236842,14.616610288551254,0.3117635587788759,0.4369681417102264
Dundalk Co Louth,lags_only,xgboost_direct,15,152,7.368103171630965,10.198557074226928,9.805145889407894,15.509464860511445,0.2485473184452634,0.3424301118091177
Dundalk Co Louth,lags_only,xgboost_direct,16,151,7.751098564416365,10.324067310739917,9.744590186622515,14.920403945680778,0.2045741877316542,0.3080571177344986
Dundalk Co Louth,lags_only,xgboost_direct,17,151,7.908248958079841,10.845534381260316,9.535548446291392,14.344932665120968,0.1706560977983859,0.2439466510964721
Dundalk Co Louth,lags_only,xgboost_direct,18,151,7.805303138688195,11.15109041193126,10.027346343377484,14.688321189521204,0.2215983300663419,0.2408192694011512
Dundalk Co Louth,lags_only,xgboost_direct,19,150,11.136730174249609,18.636778569309588,12.6091435904,20.28112007876572,0.1167734672536695,0.0810774505091437
Dundalk Co Louth,lags_only,xgboost_direct,20,151,10.800261679662986,15.903406975799678,12.270070758410595,18.194551493239725,0.1197881501816214,0.1259247593045277
Dundalk Co Louth,lags_only,xgboost_direct,21,151,9.46365950687815,14.995741841218353,11.591488831059602,18.10098430982888,0.183568250394194,0.1715510281352144
Dundalk Co Louth,lags_only,xgboost_direct,22,151,8.687961530759894,13.489914923752131,11.033119254900663,16.85688150933612,0.2125561837917325,0.1997384026054406
Dundalk Co Louth,lags_only,xgboost_direct,23,151,8.303218128945653,13.06589728460115,10.43790615311258,16.228682079264455,0.2045130501130596,0.1948885793199699
Dundalk Co Louth,lags_only,xgboost_direct,24,152,8.40020066605175,12.49066920311172,9.887605670986842,15.086298462041905,0.1504312625754865,0.1720520951816613
Pearse street dublin,reference,persistence,1,212,4.247893978245283,7.295458501177968,4.247893978245283,7.295458501177968,,
Pearse street dublin,reference,persistence,2,212,5.572269512679245,8.285353395301934,5.572269512679245,8.285353395301934,,
Pearse street dublin,reference,persistence,3,212,6.040109392962265,9.142761869556525,6.040109392962265,9.142761869556525,,
Pearse street dublin,reference,persistence,4,212,6.540237009188679,9.895377622272786,6.540237009188679,9.895377622272786,,
Pearse street dublin,reference,persistence,5,212,6.919241447820754,10.802843361330996,6.919241447820754,10.802843361330996,,
Pearse street dublin,reference,persistence,6,212,7.163590719094341,11.514548599675978,7.163590719094341,11.514548599675978,,
Pearse street dublin,reference,persistence,7,212,7.014469658056603,11.294098106109155,7.014469658056603,11.294098106109155,,
Pearse street dublin,reference,persistence,8,212,7.456573010792453,11.832306193427012,7.456573010792453,11.832306193427012,,
Pearse street dublin,reference,persistence,9,212,7.987925530273586,12.459955356165333,7.987925530273586,12.459955356165333,,
Pearse street dublin,reference,persistence,10,212,10.066410096216982,18.153403087187183,10.066410096216982,18.153403087187183,,
Pearse street dublin,reference,persistence,11,212,9.122630352066038,14.462904269348646,9.122630352066038,14.462904269348646,,
Pearse street dublin,reference,persistence,12,212,9.549098584471698,14.54677922189363,9.549098584471698,14.54677922189363,,
Pearse street dublin,reference,persistence,13,212,9.394000425367926,13.77475206304473,9.394000425367926,13.77475206304473,,
Pearse street dublin,reference,persistence,14,212,9.054327617867925,13.599686784799156,9.054327617867925,13.599686784799156,,
Pearse street dublin,reference,persistence,15,212,8.87311322673585,13.02590892861863,8.87311322673585,13.02590892861863,,
Pearse street dublin,reference,persistence,16,212,8.99462646366981,13.06261053740355,8.99462646366981,13.06261053740355,,
Pearse street dublin,reference,persistence,17,212,8.683334606924529,12.616624005465342,8.683334606924529,12.616624005465342,,
Pearse street dublin,reference,persistence,18,212,8.56355479683019,12.720362023286764,8.56355479683019,12.720362023286764,,
Pearse street dublin,reference,persistence,19,212,8.306431092113208,12.97035216156032,8.306431092113208,12.97035216156032,,
Pearse street dublin,reference,persistence,20,212,8.109423852301887,12.397837029093482,8.109423852301887,12.397837029093482,,
Pearse street dublin,reference,persistence,21,212,8.166305114849056,12.586935528525196,8.166305114849056,12.586935528525196,,
Pearse street dublin,reference,persistence,22,212,8.693101926075471,13.17883872166028,8.693101926075471,13.17883872166028,,
Pearse street dublin,reference,persistence,23,212,9.026345728754718,13.721823180322396,9.026345728754718,13.721823180322396,,
Pearse street dublin,reference,persistence,24,212,9.679304344235849,14.228509559251709,9.679304344235849,14.228509559251709,,
Pearse street dublin,reference,sarima,1,212,4.042812564544101,6.729215429740526,4.247893978245283,7.295458501177968,0.0482783738839681,0.0776158306357321
Pearse street dublin,reference,sarima,2,212,4.835436013305746,7.075500442587493,5.572269512679245,8.285353395301934,0.1322322076663546,0.1460230958163435
Pearse street dublin,reference,sarima,3,212,5.01212449742312,7.57948283589141,6.040109392962265,9.142761869556525,0.17019309231997,0.1709854260637046
Pearse street dublin,reference,sarima,4,212,5.209527987374743,7.771762096498441,6.540237009188679,9.895377622272786,0.2034649539373514,0.2146068201575707
Pearse street dublin,reference,sarima,5,212,5.461794934366846,8.195558081614735,6.919241447820754,10.802843361330996,0.2106367474592084,0.2413517619860243
Pearse street dublin,reference,sarima,6,212,5.576241727852303,8.669708593501076,7.163590719094341,11.514548599675978,0.2215856619238456,0.2470648312044951
Pearse street dublin,reference,sarima,7,212,6.063716090105878,8.850040355582186,7.014469658056603,11.294098106109155,0.135541760717251,0.2164013210762655
Pearse street dublin,reference,sarima,8,212,6.76892017029302,9.794369454077804,7.456573010792453,11.832306193427012,0.0922210296209989,0.1722349562320577
Pearse street dublin,reference,sarima,9,212,7.8004183525703485,10.98338662665037,7.987925530273586,12.459955356165333,0.0234738264637796,0.1185051380448437
Pearse street dublin,reference,sarima,10,212,10.241761672912356,17.645186335771363,10.066410096216982,18.153403087187183,-0.0174194747699849,0.0279956738125054
Pearse street dublin,reference,sarima,11,212,9.015148008217846,13.35984555276413,9.122630352066038,14.462904269348646,0.0117819466206749,0.0762681337054991
Pearse street dublin,reference,sarima,12,212,9.926409494729445,13.94850095794361,9.549098584471698,14.54677922189363,-0.0395127254075384,0.0411278850681655
Pearse street dublin,reference,sarima,13,212,9.73841221813112,13.196551487778724,9.394000425367926,13.77475206304473,-0.0366629526472161,0.0419753889303907
Pearse street dublin,reference,sarima,14,212,9.577190572121005,13.16435589560204,9.054327617867925,13.599686784799156,-0.0577472979021935,0.0320103614212424
Pearse street dublin,reference,sarima,15,212,9.429783776982724,12.682018852232613,8.87311322673585,13.02590892861863,-0.0627367797549967,0.0264004668135268
Pearse street dublin,reference,sarima,16,212,9.95570260422066,13.030960775565024,8.99462646366981,13.06261053740355,-0.1068500336765214,0.0024229277714359
Pearse street dublin,reference,sarima,17,212,9.46127599516938,12.494135777797556,8.683334606924529,12.616624005465342,-0.089590165928246,0.0097084788779252
Pearse street dublin,reference,sarima,18,212,9.60010753897354,12.842512752953054,8.56355479683019,12.720362023286764,-0.121042343598599,-0.0096027714810846
Pearse street dublin,reference,sarima,19,212,9.784543167331428,13.313958678379926,8.306431092113208,12.97035216156032,-0.1779479127469869,-0.0264916875455347
Pearse street dublin,reference,sarima,20,212,9.449378216661032,12.65095282775276,8.109423852301887,12.397837029093482,-0.16523422486775,-0.0204161256568626
Pearse street dublin,reference,sarima,21,212,9.23646342721394,12.660464835940877,8.166305114849056,12.586935528525196,-0.1310455949556648,-0.0058417163771948
Pearse street dublin,reference,sarima,22,212,9.4951765357549,13.20334512263988,8.693101926075471,13.17883872166028,-0.0922656396416519,-0.0018595265863083
Pearse street dublin,reference,sarima,23,212,9.69111373394089,13.684195357728182,9.026345728754718,13.721823180322396,-0.0736475230578037,0.0027421882719035
Pearse street dublin,reference,sarima,24,212,10.697683894832512,14.773659363700066,9.679304344235849,14.228509559251709,-0.1052120601211514,-0.0383139078747631
Pearse street dublin,lags_meteo,xgboost_direct,1,212,3.3265896136499915,5.427870998531487,4.247893978245283,7.295458501177968,0.2168849715443848,0.2559931637394591
Pearse street dublin,lags_meteo,xgboost_direct,2,212,3.744874715614609,5.146504638601064,5.572269512679245,8.285353395301934,0.3279444386002055,0.3788430748748388
Pearse street dublin,lags_meteo,xgboost_direct,3,212,4.135732707008598,5.7017896445278735,6.040109392962265,9.142761869556525,0.3152884429829339,0.3763602589810816
Pearse street dublin,lags_meteo,xgboost_direct,4,212,4.367056290410456,5.898744515615041,6.540237009188679,9.895377622272786,0.3322785880274709,0.4038888922906807
Pearse street dublin,lags_meteo,xgboost_direct,5,212,4.373735289555244,5.773692186395864,6.919241447820754,10.802843361330996,0.3678880376500272,0.4655395812677507
Pearse street dublin,lags_meteo,xgboost_direct,6,212,4.765502850279535,6.4110395074908375,7.163590719094341,11.514548599675978,0.334760591838779,0.4432226802472095
Pearse street dublin,lags_meteo,xgboost_direct,7,212,5.001290797456912,6.649313366732034,7.014469658056603,11.294098106109155,0.2870037164231533,0.4112576936855794
Pearse street dublin,lags_meteo,xgboost_direct,8,212,5.348977159492367,7.046868005639286,7.456573010792453,11.832306193427012,0.2826493951376331,0.4044383326089122
Pearse street dublin,lags_meteo,xgboost_direct,9,212,5.684827822042559,7.537367447852881,7.987925530273586,12.459955356165333,0.2883223810114997,0.3950726762336831
Pearse street dublin,lags_meteo,xgboost_direct,10,212,7.485273782461318,14.73331038812342,10.066410096216982,18.153403087187183,0.2564108047540872,0.1883995349322516
Pearse street dublin,lags_meteo,xgboost_direct,11,212,6.479793499243049,9.75138252501335,9.122630352066038,14.462904269348646,0.2897011882350857,0.3257659496730863
Pearse street dublin,lags_meteo,xgboost_direct,12,212,7.227199498701425,10.211681450682862,9.549098584471698,14.54677922189363,0.243153745375091,0.2980108314757557
Pearse street dublin,lags_meteo,xgboost_direct,13,212,6.802128407123982,9.451673104503698,9.394000425367926,13.77475206304473,0.2759071642412056,0.3138407819432992
Pearse street dublin,lags_meteo,xgboost_direct,14,212,6.408955451030729,9.44582789474095,9.054327617867925,13.599686784799156,0.2921666056811093,0.3054378351346385
Pearse street dublin,lags_meteo,xgboost_direct,15,212,6.521214325302568,8.914330281558408,8.87311322673585,13.02590892861863,0.2650590431266788,0.3156461994008618
Pearse street dublin,lags_meteo,xgboost_direct,16,212,6.684211325617458,9.05517792704348,8.99462646366981,13.06261053740355,0.2568661575201981,0.3067865032709324
Pearse street dublin,lags_meteo,xgboost_direct,17,212,6.438245934802752,8.623278099434476,8.683334606924529,12.616624005465342,0.2585514406333519,0.3165146162952154
Pearse street dublin,lags_meteo,xgboost_direct,18,212,6.428165892738831,9.092828637967845,8.56355479683019,12.720362023286764,0.2493577672769461,0.2851753258813004
Pearse street dublin,lags_meteo,xgboost_direct,19,212,6.547175451987673,9.58923505520689,8.306431092113208,12.97035216156032,0.2117944061193637,0.2606804398398604
Pearse street dublin,lags_meteo,xgboost_direct,20,212,6.55815428450556,9.130886389094965,8.109423852301887,12.397837029093482,0.1912922047299321,0.2635097261185239
Pearse street dublin,lags_meteo,xgboost_direct,21,212,6.507961924942973,9.304336159030775,8.166305114849056,12.586935528525196,0.2030714217242096,0.260794167258203
Pearse street dublin,lags_meteo,xgboost_direct,22,212,6.865727932564415,10.057166708520892,8.693101926075471,13.17883872166028,0.2102096592275929,0.2368700368120232
Pearse street dublin,lags_meteo,xgboost_direct,23,212,7.037718676641418,10.539933007121643,9.026345728754718,13.721823180322396,0.2203136365338016,0.2318853793250812
Pearse street dublin,lags_meteo,xgboost_direct,24,212,7.950311710910472,11.539351969671648,9.679304344235849,14.228509559251709,0.1786277785918586,0.1889978411569824
Pearse street dublin,lags_only,xgboost_direct,1,212,3.6088951937801546,6.085044978520345,4.247893978245283,7.295458501177968,0.1504271970387278,0.1659132900916621
Pearse street dublin,lags_only,xgboost_direct,2,212,4.16667381357546,6.008381955803159,5.572269512679245,8.285353395301934,0.2522483336287785,0.2748188678095362
Pearse street dublin,lags_only,xgboost_direct,3,212,4.52607378091441,6.410084249544571,6.040109392962265,9.142761869556525,0.2506636078167655,0.2988897292743887
Pearse street dublin,lags_only,xgboost_direct,4,212,4.600082219640601,6.225419312111698,6.540237009188679,9.895377622272786,0.2966490032123094,0.3708760241651259
Pearse street dublin,lags_only,xgboost_direct,5,212,4.737835253391194,6.147553511123753,6.919241447820754,10.802843361330996,0.3152666677236135,0.4309319032497454
Pearse street dublin,lags_only,xgboost_direct,6,212,5.226582015810189,6.908248671481816,7.163590719094341,11.514548599675978,0.2703963388250409,0.4000417288024459
Pearse street dublin,lags_only,xgboost_direct,7,212,5.258999864369725,7.004225428065223,7.014469658056603,11.294098106109155,0.2502640797185,0.3798331338846323
Pearse street dublin,lags_only,xgboost_direct,8,212,5.502070749313936,7.170763073943061,7.456573010792453,11.832306193427012,0.2621180344710123,0.3939674179555541
Pearse street dublin,lags_only,xgboost_direct,9,212,6.223825244760933,7.974848608290798,7.987925530273586,12.459955356165333,0.220845860270837,0.3599617028848543
Pearse street dublin,lags_only,xgboost_direct,10,212,8.043245308137605,14.918155470054826,10.066410096216982,18.153403087187183,0.2009817570257439,0.1782171420749106
Pearse street dublin,lags_only,xgboost_direct,11,212,6.96109039807612,10.416169184664293,9.122630352066038,14.462904269348646,0.2369426218722525,0.2798010004989547
Pearse street dublin,lags_only,xgboost_direct,12,212,7.542975673527664,10.559684065456365,9.549098584471698,14.54677922189363,0.2100850560079354,0.2740878304137927
Pearse street dublin,lags_only,xgboost_direct,13,212,7.31276975521679,10.137006719337348,9.394000425367926,13.77475206304473,0.221548922281385,0.2640878998807405
Pearse street dublin,lags_only,xgboost_direct,14,212,6.680836265281539,9.865378498444008,9.054327617867925,13.599686784799156,0.2621388857083664,0.27458781554654
Pearse street dublin,lags_only,xgboost_direct,15,212,6.762468703839492,9.364391287940377,8.87311322673585,13.02590892861863,0.2378696708768135,0.281094982372685
Pearse street dublin,lags_only,xgboost_direct,16,212,7.055181733767298,9.53477526806784,8.99462646366981,13.06261053740355,0.2156225984187473,0.2700712280469579
Pearse street dublin,lags_only,xgboost_direct,17,212,6.603452569730989,8.808884017021109,8.683334606924529,12.616624005465342,0.2395257273092915,0.3018033973902031
Pearse street dublin,lags_only,xgboost_direct,18,212,6.514494302387402,9.256501935586265,8.56355479683019,12.720362023286764,0.2392768590914195,0.2723082944777296
Pearse street dublin,lags_only,xgboost_direct,19,212,6.475371765650163,9.541055833353711,8.306431092113208,12.97035216156032,0.2204387547621504,0.2643950052774871
Pearse street dublin,lags_only,xgboost_direct,20,212,6.447952146674668,8.936126053759564,8.109423852301887,12.397837029093482,0.2048815965089314,0.2792189449829407
Pearse street dublin,lags_only,xgboost_direct,21,212,6.474727289447402,9.346068025453937,8.166305114849056,12.586935528525196,0.2071411491012996,0.2574786766585585
Pearse street dublin,lags_only,xgboost_direct,22,212,6.781254108979877,9.995447608991467,8.693101926075471,13.17883872166028,0.2199269988266091,0.2415532339307485
Pearse street dublin,lags_only,xgboost_direct,23,212,7.082236358265517,10.742745284157923,9.026345728754718,13.721823180322396,0.2153816648409513,0.2171051074638958
Pearse street dublin,lags_only,xgboost_direct,24,212,8.178768880815602,12.475111644038789,9.679304344235849,14.228509559251709,0.1550251350773814,0.1232313130135841
Ringsend dublin,reference,persistence,1,212,3.2228973410849053,6.657930572090552,3.2228973410849053,6.657930572090552,,
Ringsend dublin,reference,persistence,2,212,5.005872160726415,16.9712655532779,5.005872160726415,16.9712655532779,,
Ringsend dublin,reference,persistence,3,212,4.738261129014151,9.182575522441914,4.738261129014151,9.182575522441914,,
Ringsend dublin,reference,persistence,4,212,5.03534251004717,9.201073997756714,5.03534251004717,9.201073997756714,,
Ringsend dublin,reference,persistence,5,212,5.353705575084906,9.86203141997451,5.353705575084906,9.86203141997451,,
Ringsend dublin,reference,persistence,6,212,6.020613725400943,10.705994325441182,6.020613725400943,10.705994325441182,,
Ringsend dublin,reference,persistence,7,212,7.156886023084906,13.168072489813966,7.156886023084906,13.168072489813966,,
Ringsend dublin,reference,persistence,8,212,7.837572833089622,13.645346047773588,7.837572833089622,13.645346047773588,,
Ringsend dublin,reference,persistence,9,212,8.872110681872641,14.42604600093884,8.872110681872641,14.42604600093884,,
Ringsend dublin,reference,persistence,10,212,9.116601354240563,14.391264470524456,9.116601354240563,14.391264470524456,,
Ringsend dublin,reference,persistence,11,212,10.465075407948111,16.768140602691133,10.465075407948111,16.768140602691133,,
Ringsend dublin,reference,persistence,12,212,10.93578961109434,16.84136360704962,10.93578961109434,16.84136360704962,,
Ringsend dublin,reference,persistence,13,212,12.821096828561322,34.11029030003978,12.821096828561322,34.11029030003978,,
Ringsend dublin,reference,persistence,14,212,11.068056291419811,17.927238311102357,11.068056291419811,17.927238311102357,,
Ringsend dublin,reference,persistence,15,212,12.017039401910376,18.580653860776025,12.017039401910376,18.580653860776025,,
Ringsend dublin,reference,persistence,16,211,11.254840596255924,17.662508158349773,11.254840596255924,17.662508158349773,,
Ringsend dublin,reference,persistence,17,212,9.622080235801889,15.249731390475777,9.622080235801889,15.249731390475777,,
