horizon,n,dm_stat,p_value,mean_loss_diff,favours
1,354,1.169017171671158,0.24318551342344746,1.0989615683091007,lags_meteo
6,356,-0.04839586806789467,0.9614279675871854,-0.13773029813163262,lags_only
12,346,2.5158855136761615,0.012326817609046536,21.445798084898154,lags_meteo
24,354,0.8468743743798238,0.39763891443104055,46.544226130825706,lags_meteo
