window,horizon,n,dm_stat,p_value,mean_loss_diff,favours
PRIMARIA_jan_jul_2023,1,210,0.3643271935252682,0.715982028286234,0.4313113160010045,lags_meteo
PRIMARIA_jan_jul_2023,6,211,-0.20451667825810305,0.8381478372744409,-0.25592160858750906,lags_only
PRIMARIA_jan_jul_2023,12,206,2.018458839860037,0.0448463544381326,25.411456617413155,lags_meteo
PRIMARIA_jan_jul_2023,24,210,1.089192269810695,0.27732340140908146,94.8619143807313,lags_meteo
SENSIBILIDAD_jan_dec_2023,1,354,1.169017171671158,0.24318551342344746,1.0989615683091007,lags_meteo
SENSIBILIDAD_jan_dec_2023,6,356,-0.04839586806789467,0.9614279675871854,-0.13773029813163262,lags_only
SENSIBILIDAD_jan_dec_2023,12,346,2.5158855136761615,0.012326817609046536,21.445798084898154,lags_meteo
SENSIBILIDAD_jan_dec_2023,24,354,0.8468743743798238,0.39763891443104055,46.544226130825706,lags_meteo
