station,horizon,n_origins_lags_only,n_origins_lags_meteo,n_origins_common,first_date,last_date,n_months,months,coverage_pct,exclusion_reason
edenderry co offlay,23,211,211,211,2023-01-01,2023-07-31 15:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
edenderry co offlay,24,211,211,211,2023-01-01,2023-07-31 15:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,1,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,2,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,3,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,4,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,5,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,6,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,7,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,8,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,9,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,10,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,11,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,12,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,13,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,14,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,15,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,16,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,17,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,18,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,19,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,20,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,21,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,22,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,23,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
henry street Limerick,24,211,211,211,2023-01-01,2023-07-31 08:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,1,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,2,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,3,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,4,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,5,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,6,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,7,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,8,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,9,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,10,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,11,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,12,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,13,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,14,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,15,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,16,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,17,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,18,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,19,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,20,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,21,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,22,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,23,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
porrlaoise co laois,24,212,212,212,2023-01-01,2023-07-31 00:00:00,7,2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07,100.0,none
