station,forecast_origin,target_horizon,target_timestamp,last_pm10_available_timestamp,persistence_source_timestamp,xgb_feature_timestamps,meteorology_timestamp,xgb_same_latest_pm10_as_persistence,classification,source_evidence
Madrid Casa de Campo,2023-01-01 00:00:00,1,2023-01-01 01:00:00,2022-12-31 23:00:00,2022-12-31 23:00:00,PM10_lag_1=2022-12-31 23:00:00;PM10_lag_2=2022-12-31 22:00:00;PM10_lag_3=2022-12-31 21:00:00;PM10_lag_6=2022-12-31 18:00:00;PM10_lag_12=2022-12-31 12:00:00;PM10_lag_24=2022-12-31 00:00:00;PM10_lag_48=2022-12-30 00:00:00;PM10_lag_168=2022-12-25 00:00:00;calendar_features=2023-01-01 00:00:00,2023-01-01 00:00:00,True,NOTATION_ERROR,"results/predictions_all_models.csv; audit_ijer_experimental_evidence/forensic_gate/protocol_by_model_and_origin.csv; code/e2_met_madrid_shared.py:57-62,110-125,191-212; code/rolling_origin.py:68-84"
