origin,train_start_config,xgboost_train_end_effective,xgboost_n_train_rows_nominal_hourly,sarima_n_train_rows_used,sarima_capped_at_17520,sarima_train_start_effective
2023-10-11,2019-01-01,2023-10-10T23:00:00,41856,17520,True,2021-10-11T00:00:00
2023-10-12,2019-01-01,2023-10-11T23:00:00,41880,17520,True,2021-10-12T00:00:00
2023-10-13,2019-01-01,2023-10-12T23:00:00,41904,17520,True,2021-10-13T00:00:00
2023-10-14,2019-01-01,2023-10-13T23:00:00,41928,17520,True,2021-10-14T00:00:00
2023-10-15,2019-01-01,2023-10-14T23:00:00,41952,17520,True,2021-10-15T00:00:00
2023-10-16,2019-01-01,2023-10-15T23:00:00,41976,17520,True,2021-10-16T00:00:00
2023-10-17,2019-01-01,2023-10-16T23:00:00,42000,17520,True,2021-10-17T00:00:00
2023-10-18,2019-01-01,2023-10-17T23:00:00,42024,17520,True,2021-10-18T00:00:00
2023-10-19,2019-01-01,2023-10-18T23:00:00,42048,17520,True,2021-10-19T00:00:00
2023-10-20,2019-01-01,2023-10-19T23:00:00,42072,17520,True,2021-10-20T00:00:00
2023-10-21,2019-01-01,2023-10-20T23:00:00,42096,17520,True,2021-10-21T00:00:00
2023-10-22,2019-01-01,2023-10-21T23:00:00,42120,17520,True,2021-10-22T00:00:00
2023-10-23,2019-01-01,2023-10-22T23:00:00,42144,17520,True,2021-10-23T00:00:00
2023-10-24,2019-01-01,2023-10-23T23:00:00,42168,17520,True,2021-10-24T00:00:00
2023-10-25,2019-01-01,2023-10-24T23:00:00,42192,17520,True,2021-10-25T00:00:00
2023-10-26,2019-01-01,2023-10-25T23:00:00,42216,17520,True,2021-10-26T00:00:00
2023-10-27,2019-01-01,2023-10-26T23:00:00,42240,17520,True,2021-10-27T00:00:00
2023-10-28,2019-01-01,2023-10-27T23:00:00,42264,17520,True,2021-10-28T00:00:00
2023-10-29,2019-01-01,2023-10-28T23:00:00,42288,17520,True,2021-10-29T00:00:00
2023-10-30,2019-01-01,2023-10-29T23:00:00,42312,17520,True,2021-10-30T00:00:00
2023-10-31,2019-01-01,2023-10-30T23:00:00,42336,17520,True,2021-10-31T00:00:00
2023-11-01,2019-01-01,2023-10-31T23:00:00,42360,17520,True,2021-11-01T00:00:00
2023-11-02,2019-01-01,2023-11-01T23:00:00,42384,17520,True,2021-11-02T00:00:00
2023-11-03,2019-01-01,2023-11-02T23:00:00,42408,17520,True,2021-11-03T00:00:00
2023-11-04,2019-01-01,2023-11-03T23:00:00,42432,17520,True,2021-11-04T00:00:00
2023-11-05,2019-01-01,2023-11-04T23:00:00,42456,17520,True,2021-11-05T00:00:00
2023-11-06,2019-01-01,2023-11-05T23:00:00,42480,17520,True,2021-11-06T00:00:00
2023-11-07,2019-01-01,2023-11-06T23:00:00,42504,17520,True,2021-11-07T00:00:00
2023-11-08,2019-01-01,2023-11-07T23:00:00,42528,17520,True,2021-11-08T00:00:00
2023-11-09,2019-01-01,2023-11-08T23:00:00,42552,17520,True,2021-11-09T00:00:00
2023-11-10,2019-01-01,2023-11-09T23:00:00,42576,17520,True,2021-11-10T00:00:00
2023-11-11,2019-01-01,2023-11-10T23:00:00,42600,17520,True,2021-11-11T00:00:00
2023-11-12,2019-01-01,2023-11-11T23:00:00,42624,17520,True,2021-11-12T00:00:00
2023-11-13,2019-01-01,2023-11-12T23:00:00,42648,17520,True,2021-11-13T00:00:00
2023-11-14,2019-01-01,2023-11-13T23:00:00,42672,17520,True,2021-11-14T00:00:00
2023-11-15,2019-01-01,2023-11-14T23:00:00,42696,17520,True,2021-11-15T00:00:00
2023-11-16,2019-01-01,2023-11-15T23:00:00,42720,17520,True,2021-11-16T00:00:00
2023-11-17,2019-01-01,2023-11-16T23:00:00,42744,17520,True,2021-11-17T00:00:00
2023-11-18,2019-01-01,2023-11-17T23:00:00,42768,17520,True,2021-11-18T00:00:00
2023-11-19,2019-01-01,2023-11-18T23:00:00,42792,17520,True,2021-11-19T00:00:00
2023-11-20,2019-01-01,2023-11-19T23:00:00,42816,17520,True,2021-11-20T00:00:00
2023-11-21,2019-01-01,2023-11-20T23:00:00,42840,17520,True,2021-11-21T00:00:00
2023-11-22,2019-01-01,2023-11-21T23:00:00,42864,17520,True,2021-11-22T00:00:00
2023-11-25,2019-01-01,2023-11-24T23:00:00,42936,17520,True,2021-11-25T00:00:00
2023-11-26,2019-01-01,2023-11-25T23:00:00,42960,17520,True,2021-11-26T00:00:00
2023-11-27,2019-01-01,2023-11-26T23:00:00,42984,17520,True,2021-11-27T00:00:00
2023-11-28,2019-01-01,2023-11-27T23:00:00,43008,17520,True,2021-11-28T00:00:00
2023-11-29,2019-01-01,2023-11-28T23:00:00,43032,17520,True,2021-11-29T00:00:00
2023-11-30,2019-01-01,2023-11-29T23:00:00,43056,17520,True,2021-11-30T00:00:00
2023-12-01,2019-01-01,2023-11-30T23:00:00,43080,17520,True,2021-12-01T00:00:00
2023-12-02,2019-01-01,2023-12-01T23:00:00,43104,17520,True,2021-12-02T00:00:00
2023-12-03,2019-01-01,2023-12-02T23:00:00,43128,17520,True,2021-12-03T00:00:00
2023-12-04,2019-01-01,2023-12-03T23:00:00,43152,17520,True,2021-12-04T00:00:00
2023-12-05,2019-01-01,2023-12-04T23:00:00,43176,17520,True,2021-12-05T00:00:00
2023-12-06,2019-01-01,2023-12-05T23:00:00,43200,17520,True,2021-12-06T00:00:00
2023-12-07,2019-01-01,2023-12-06T23:00:00,43224,17520,True,2021-12-07T00:00:00
2023-12-08,2019-01-01,2023-12-07T23:00:00,43248,17520,True,2021-12-08T00:00:00
2023-12-09,2019-01-01,2023-12-08T23:00:00,43272,17520,True,2021-12-09T00:00:00
2023-12-10,2019-01-01,2023-12-09T23:00:00,43296,17520,True,2021-12-10T00:00:00
2023-12-11,2019-01-01,2023-12-10T23:00:00,43320,17520,True,2021-12-11T00:00:00
2023-12-12,2019-01-01,2023-12-11T23:00:00,43344,17520,True,2021-12-12T00:00:00
2023-12-13,2019-01-01,2023-12-12T23:00:00,43368,17520,True,2021-12-13T00:00:00
2023-12-14,2019-01-01,2023-12-13T23:00:00,43392,17520,True,2021-12-14T00:00:00
2023-12-15,2019-01-01,2023-12-14T23:00:00,43416,17520,True,2021-12-15T00:00:00
2023-12-16,2019-01-01,2023-12-15T23:00:00,43440,17520,True,2021-12-16T00:00:00
2023-12-17,2019-01-01,2023-12-16T23:00:00,43464,17520,True,2021-12-17T00:00:00
2023-12-18,2019-01-01,2023-12-17T23:00:00,43488,17520,True,2021-12-18T00:00:00
2023-12-19,2019-01-01,2023-12-18T23:00:00,43512,17520,True,2021-12-19T00:00:00
2023-12-20,2019-01-01,2023-12-19T23:00:00,43536,17520,True,2021-12-20T00:00:00
2023-12-21,2019-01-01,2023-12-20T23:00:00,43560,17520,True,2021-12-21T00:00:00
2023-12-22,2019-01-01,2023-12-21T23:00:00,43584,17520,True,2021-12-22T00:00:00
2023-12-23,2019-01-01,2023-12-22T23:00:00,43608,17520,True,2021-12-23T00:00:00
2023-12-24,2019-01-01,2023-12-23T23:00:00,43632,17520,True,2021-12-24T00:00:00
2023-12-25,2019-01-01,2023-12-24T23:00:00,43656,17520,True,2021-12-25T00:00:00
2023-12-26,2019-01-01,2023-12-25T23:00:00,43680,17520,True,2021-12-26T00:00:00
2023-12-27,2019-01-01,2023-12-26T23:00:00,43704,17520,True,2021-12-27T00:00:00
2023-12-28,2019-01-01,2023-12-27T23:00:00,43728,17520,True,2021-12-28T00:00:00
2023-12-29,2019-01-01,2023-12-28T23:00:00,43752,17520,True,2021-12-29T00:00:00
2023-12-30,2019-01-01,2023-12-29T23:00:00,43776,17520,True,2021-12-30T00:00:00
